xflr5 v6.48
 Calculated polar for: EPPLER 387
 1 1 Reynolds number fixed          Mach number fixed         
 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.044     Re =     0.129 e 6     Ncrit =   9.000

  alpha     CL        CD       CDp       Cm    TopXtr BotXtr   Cpmin    Chinge    XCp    
   5.600   0.9921   0.01558   0.00804  -0.0769  0.5379  1.0000  -2.1403   0.0000   0.3218
   5.620   0.9939   0.01554   0.00802  -0.0768  0.5357  1.0000  -2.1588   0.0000   0.3215
   5.640   0.9957   0.01551   0.00800  -0.0767  0.5334  1.0000  -2.1775   0.0000   0.3212
   5.660   0.9976   0.01549   0.00799  -0.0766  0.5313  1.0000  -2.1964   0.0000   0.3210
   5.680   0.9995   0.01547   0.00798  -0.0765  0.5292  1.0000  -2.2155   0.0000   0.3207
   5.700   1.0014   0.01546   0.00797  -0.0764  0.5273  1.0000  -2.2347   0.0000   0.3205
   5.720   1.0034   0.01545   0.00797  -0.0764  0.5256  1.0000  -2.2539   0.0000   0.3202
   5.740   1.0054   0.01544   0.00797  -0.0763  0.5241  1.0000  -2.2733   0.0000   0.3200
   5.760   1.0073   0.01544   0.00797  -0.0762  0.5226  1.0000  -2.2928   0.0000   0.3198
   5.780   1.0093   0.01543   0.00797  -0.0762  0.5210  1.0000  -2.3123   0.0000   0.3195
   5.800   1.0113   0.01542   0.00797  -0.0761  0.5194  1.0000  -2.3318   0.0000   0.3193
   5.820   1.0133   0.01542   0.00796  -0.0761  0.5178  1.0000  -2.3515   0.0000   0.3190
   5.840   1.0153   0.01541   0.00795  -0.0760  0.5162  1.0000  -2.3713   0.0000   0.3188
   5.860   1.0174   0.01540   0.00794  -0.0759  0.5145  1.0000  -2.3911   0.0000   0.3186
   5.880   1.0194   0.01539   0.00793  -0.0758  0.5128  1.0000  -2.4110   0.0000   0.3183
   5.900   1.0214   0.01538   0.00791  -0.0758  0.5111  1.0000  -2.4308   0.0000   0.3181
   5.920   1.0234   0.01538   0.00789  -0.0757  0.5094  1.0000  -2.4507   0.0000   0.3178
   5.940   1.0254   0.01537   0.00787  -0.0756  0.5077  1.0000  -2.4706   0.0000   0.3176
   5.960   1.0274   0.01536   0.00785  -0.0755  0.5060  1.0000  -2.4905   0.0000   0.3173
   5.980   1.0294   0.01536   0.00783  -0.0754  0.5043  1.0000  -2.5104   0.0000   0.3171
   6.000   1.0314   0.01536   0.00781  -0.0754  0.5025  1.0000  -2.5303   0.0000   0.3168
   6.020   1.0334   0.01536   0.00780  -0.0753  0.5007  1.0000  -2.5502   0.0000   0.3166
   6.040   1.0353   0.01536   0.00778  -0.0752  0.4989  1.0000  -2.5700   0.0000   0.3163
   6.060   1.0373   0.01537   0.00777  -0.0751  0.4971  1.0000  -2.5897   0.0000   0.3161
   6.080   1.0393   0.01539   0.00776  -0.0750  0.4952  1.0000  -2.6094   0.0000   0.3159
   6.100   1.0412   0.01540   0.00779  -0.0750  0.4938  1.0000  -2.6282   0.0000   0.3157
   6.120   1.0431   0.01540   0.00783  -0.0749  0.4922  1.0000  -2.6470   0.0000   0.3155
   6.140   1.0450   0.01541   0.00786  -0.0749  0.4905  1.0000  -2.6659   0.0000   0.3152
   6.160   1.0469   0.01541   0.00788  -0.0748  0.4887  1.0000  -2.6847   0.0000   0.3150
   6.180   1.0488   0.01542   0.00791  -0.0748  0.4867  1.0000  -2.7035   0.0000   0.3148
   6.200   1.0507   0.01542   0.00793  -0.0747  0.4846  1.0000  -2.7224   0.0000   0.3146
   6.220   1.0526   0.01543   0.00795  -0.0746  0.4824  1.0000  -2.7412   0.0000   0.3144
   6.240   1.0544   0.01543   0.00797  -0.0746  0.4801  1.0000  -2.7599   0.0000   0.3142
   6.260   1.0563   0.01544   0.00798  -0.0745  0.4778  1.0000  -2.7786   0.0000   0.3140
   6.280   1.0582   0.01544   0.00799  -0.0744  0.4753  1.0000  -2.7973   0.0000   0.3138
   6.300   1.0601   0.01545   0.00799  -0.0743  0.4728  1.0000  -2.8159   0.0000   0.3135
   6.320   1.0619   0.01545   0.00800  -0.0743  0.4702  1.0000  -2.8345   0.0000   0.3133
   6.340   1.0638   0.01546   0.00799  -0.0742  0.4676  1.0000  -2.8530   0.0000   0.3131
   6.360   1.0656   0.01546   0.00799  -0.0741  0.4649  1.0000  -2.8713   0.0000   0.3128
   6.380   1.0674   0.01547   0.00798  -0.0740  0.4622  1.0000  -2.8896   0.0000   0.3126
   6.400   1.0692   0.01547   0.00798  -0.0739  0.4595  1.0000  -2.9077   0.0000   0.3123
   6.420   1.0710   0.01548   0.00797  -0.0737  0.4567  1.0000  -2.9256   0.0000   0.3121
   6.440   1.0728   0.01549   0.00796  -0.0736  0.4540  1.0000  -2.9433   0.0000   0.3118
   6.460   1.0745   0.01551   0.00794  -0.0735  0.4511  1.0000  -2.9607   0.0000   0.3116
   6.480   1.0761   0.01553   0.00792  -0.0733  0.4476  1.0000  -2.9777   0.0000   0.3113
   6.500   1.0779   0.01554   0.00796  -0.0733  0.4439  1.0000  -2.9946   0.0000   0.3111
   6.520   1.0795   0.01556   0.00799  -0.0732  0.4387  1.0000  -3.0111   0.0000   0.3109
   6.540   1.0810   0.01557   0.00800  -0.0730  0.4319  1.0000  -3.0270   0.0000   0.3106
   6.560   1.0823   0.01560   0.00799  -0.0729  0.4236  1.0000  -3.0421   0.0000   0.3104
   6.580   1.0833   0.01563   0.00796  -0.0726  0.4143  1.0000  -3.0562   0.0000   0.3100
   6.600   1.0840   0.01568   0.00791  -0.0723  0.4050  1.0000  -3.0691   0.0000   0.3097
   6.620   1.0849   0.01574   0.00791  -0.0721  0.3958  1.0000  -3.0825   0.0000   0.3094
   6.640   1.0861   0.01580   0.00793  -0.0719  0.3843  1.0000  -3.0962   0.0000   0.3091
   6.660   1.0868   0.01587   0.00794  -0.0717  0.3722  1.0000  -3.1085   0.0000   0.3089
   6.680   1.0873   0.01597   0.00795  -0.0714  0.3617  1.0000  -3.1198   0.0000   0.3085
   6.700   1.0880   0.01607   0.00797  -0.0712  0.3540  1.0000  -3.1313   0.0000   0.3083
   6.720   1.1028   0.01600   0.00952  -0.0736  0.4590  1.0000  -3.4017   0.0000   0.3097
   6.740   1.1048   0.01603   0.00956  -0.0736  0.4579  1.0000  -3.4300   0.0000   0.3095
   6.760   1.1067   0.01605   0.00960  -0.0735  0.4566  1.0000  -3.4571   0.0000   0.3093
   6.780   1.1086   0.01607   0.00962  -0.0734  0.4551  1.0000  -3.4835   0.0000   0.3091
   6.800   1.1105   0.01609   0.00965  -0.0734  0.4535  1.0000  -3.5092   0.0000   0.3089
   6.820   1.1124   0.01611   0.00966  -0.0733  0.4517  1.0000  -3.5344   0.0000   0.3086
   6.840   1.1143   0.01613   0.00968  -0.0732  0.4499  1.0000  -3.5591   0.0000   0.3084
   6.860   1.1161   0.01616   0.00970  -0.0731  0.4480  1.0000  -3.5833   0.0000   0.3082
   6.880   1.1180   0.01618   0.00975  -0.0730  0.4462  1.0000  -3.6070   0.0000   0.3080
   6.900   1.1198   0.01620   0.00980  -0.0730  0.4444  1.0000  -3.6304   0.0000   0.3078
   6.920   1.1217   0.01622   0.00985  -0.0729  0.4424  1.0000  -3.6535   0.0000   0.3077
   6.940   1.1235   0.01624   0.00990  -0.0729  0.4401  1.0000  -3.6763   0.0000   0.3075
   6.960   1.1253   0.01626   0.00995  -0.0728  0.4376  1.0000  -3.6989   0.0000   0.3073
   6.980   1.1271   0.01628   0.00999  -0.0727  0.4349  1.0000  -3.7214   0.0000   0.3071
   7.000   1.1289   0.01630   0.01002  -0.0727  0.4320  1.0000  -3.7435   0.0000   0.3069
   7.020   1.1306   0.01632   0.01005  -0.0726  0.4288  1.0000  -3.7654   0.0000   0.3067
   7.040   1.1323   0.01634   0.01008  -0.0725  0.4254  1.0000  -3.7870   0.0000   0.3065
   7.060   1.1340   0.01636   0.01009  -0.0724  0.4217  1.0000  -3.8083   0.0000   0.3063
   7.080   1.1356   0.01638   0.01010  -0.0722  0.4179  1.0000  -3.8292   0.0000   0.3060
   7.100   1.1371   0.01640   0.01011  -0.0721  0.4139  1.0000  -3.8497   0.0000   0.3058
   7.120   1.1386   0.01643   0.01011  -0.0719  0.4098  1.0000  -3.8698   0.0000   0.3055
   7.140   1.1399   0.01646   0.01010  -0.0718  0.4056  1.0000  -3.8893   0.0000   0.3053
   7.160   1.1412   0.01650   0.01009  -0.0716  0.4013  1.0000  -3.9082   0.0000   0.3050
   7.180   1.1429   0.01653   0.01014  -0.0715  0.3971  1.0000  -3.9280   0.0000   0.3048
   7.200   1.1445   0.01656   0.01018  -0.0714  0.3917  1.0000  -3.9474   0.0000   0.3046
   7.220   1.1459   0.01660   0.01022  -0.0712  0.3852  1.0000  -3.9657   0.0000   0.3044
   7.240   1.1471   0.01665   0.01024  -0.0711  0.3774  1.0000  -3.9828   0.0000   0.3042
   7.260   1.1479   0.01672   0.01025  -0.0708  0.3688  1.0000  -3.9984   0.0000   0.3039
   7.280   1.1484   0.01680   0.01025  -0.0706  0.3601  1.0000  -4.0121   0.0000   0.3036
   7.300   1.1490   0.01689   0.01027  -0.0703  0.3514  1.0000  -4.0259   0.0000   0.3033
   7.320   1.1499   0.01698   0.01031  -0.0701  0.3401  1.0000  -4.0403   0.0000   0.3030
   7.340   1.1502   0.01709   0.01035  -0.0698  0.3279  1.0000  -4.0522   0.0000   0.3028
   7.360   1.1501   0.01724   0.01040  -0.0695  0.3167  1.0000  -4.0617   0.0000   0.3025
   7.380   1.1502   0.01739   0.01045  -0.0692  0.3063  1.0000  -4.0714   0.0000   0.3022
   7.400   1.1506   0.01753   0.01052  -0.0690  0.2945  1.0000  -4.0820   0.0000   0.3019
   7.420   1.1507   0.01768   0.01060  -0.0687  0.2838  1.0000  -4.0912   0.0000   0.3017
   7.440   1.1507   0.01786   0.01069  -0.0684  0.2743  1.0000  -4.0989   0.0000   0.3014
   7.460   1.1507   0.01803   0.01079  -0.0682  0.2656  1.0000  -4.1063   0.0000   0.3011
   7.480   1.1512   0.01818   0.01088  -0.0680  0.2551  1.0000  -4.1143   0.0000   0.3009
   7.500   1.1513   0.01836   0.01099  -0.0677  0.2441  1.0000  -4.1202   0.0000   0.3006
   7.520   1.1510   0.01857   0.01112  -0.0674  0.2338  1.0000  -4.1241   0.0000   0.3004
   7.540   1.1507   0.01878   0.01125  -0.0671  0.2240  1.0000  -4.1273   0.0000   0.3001
   7.560   1.1508   0.01897   0.01138  -0.0669  0.2120  1.0000  -4.1298   0.0000   0.2999
   7.580   1.1503   0.01921   0.01152  -0.0666  0.2000  1.0000  -4.1303   0.0000   0.2996
   7.600   1.1494   0.01948   0.01169  -0.0662  0.1895  1.0000  -4.1290   0.0000   0.2993
   7.620   1.1490   0.01972   0.01185  -0.0659  0.1752  1.0000  -4.1249   0.0000   0.2991
   7.640   1.1479   0.02002   0.01204  -0.0656  0.1611  1.0000  -4.1193   0.0000   0.2988
   7.660   1.1467   0.02034   0.01224  -0.0652  0.1472  1.0000  -4.1112   0.0000   0.2985
   7.680   1.1453   0.02068   0.01245  -0.0648  0.1302  1.0000  -4.0999   0.0000   0.2982
   7.700   1.1436   0.02105   0.01268  -0.0644  0.1152  1.0000  -4.0874   0.0000   0.2979
   7.720   1.1416   0.02144   0.01292  -0.0639  0.0980  1.0000  -4.0718   0.0000   0.2976
   7.740   1.1394   0.02186   0.01319  -0.0634  0.0819  1.0000  -4.0518   0.0000   0.2972
   7.760   1.1373   0.02228   0.01346  -0.0630  0.0690  1.0000  -4.0339   0.0000   0.2969
   7.780   1.1351   0.02270   0.01377  -0.0624  0.0575  1.0000  -4.0024   0.0000   0.2965
   7.800   1.1335   0.02307   0.01403  -0.0619  0.0510  1.0000  -3.9804   0.0000   0.2961
   7.820   1.1314   0.02349   0.01439  -0.0613  0.0452  1.0000  -3.9454   0.0000   0.2957
   7.840   1.1316   0.02369   0.01458  -0.0610  0.0430  1.0000  -3.9302   0.0000   0.2953
   7.860   1.1320   0.02386   0.01477  -0.0607  0.0414  1.0000  -3.9224   0.0000   0.2951
   7.880   1.1326   0.02402   0.01495  -0.0605  0.0402  1.0000  -3.9177   0.0000   0.2948
   7.900   1.1331   0.02417   0.01511  -0.0602  0.0391  1.0000  -3.9153   0.0000   0.2945
   7.920   1.1337   0.02432   0.01528  -0.0600  0.0382  1.0000  -3.9144   0.0000   0.2943
   7.940   1.1343   0.02447   0.01544  -0.0598  0.0374  1.0000  -3.9147   0.0000   0.2940
   7.960   1.1349   0.02461   0.01559  -0.0595  0.0367  1.0000  -3.9159   0.0000   0.2938
   7.980   1.1354   0.02476   0.01575  -0.0593  0.0361  1.0000  -3.9177   0.0000   0.2935
   8.000   1.1360   0.02490   0.01590  -0.0591  0.0355  1.0000  -3.9198   0.0000   0.2933
   8.020   1.1365   0.02505   0.01605  -0.0589  0.0350  1.0000  -3.9222   0.0000   0.2930
   8.040   1.1370   0.02519   0.01621  -0.0586  0.0345  1.0000  -3.9249   0.0000   0.2928
   8.060   1.1375   0.02534   0.01636  -0.0584  0.0341  1.0000  -3.9277   0.0000   0.2925
   8.080   1.1380   0.02548   0.01651  -0.0582  0.0337  1.0000  -3.9306   0.0000   0.2923
   8.100   1.1384   0.02563   0.01667  -0.0580  0.0333  1.0000  -3.9335   0.0000   0.2920
   8.120   1.1388   0.02578   0.01683  -0.0577  0.0329  1.0000  -3.9363   0.0000   0.2918
   8.140   1.1392   0.02593   0.01699  -0.0575  0.0326  1.0000  -3.9391   0.0000   0.2915
   8.160   1.1396   0.02608   0.01716  -0.0572  0.0323  1.0000  -3.9417   0.0000   0.2913
   8.180   1.1399   0.02623   0.01732  -0.0570  0.0320  1.0000  -3.9443   0.0000   0.2910
   8.200   1.1402   0.02639   0.01749  -0.0568  0.0317  1.0000  -3.9467   0.0000   0.2908
   8.220   1.1404   0.02654   0.01766  -0.0565  0.0315  1.0000  -3.9491   0.0000   0.2905
   8.240   1.1406   0.02670   0.01783  -0.0562  0.0312  1.0000  -3.9513   0.0000   0.2902
   8.260   1.1408   0.02686   0.01800  -0.0560  0.0310  1.0000  -3.9534   0.0000   0.2900
   8.280   1.1410   0.02702   0.01818  -0.0557  0.0308  1.0000  -3.9555   0.0000   0.2897
   8.300   1.1411   0.02718   0.01835  -0.0555  0.0306  1.0000  -3.9575   0.0000   0.2895
   8.320   1.1412   0.02734   0.01853  -0.0552  0.0304  1.0000  -3.9594   0.0000   0.2892
   8.340   1.1412   0.02750   0.01870  -0.0549  0.0302  1.0000  -3.9612   0.0000   0.2889
   8.360   1.1411   0.02766   0.01888  -0.0546  0.0301  1.0000  -3.9630   0.0000   0.2887
   8.380   1.1410   0.02782   0.01905  -0.0543  0.0299  1.0000  -3.9646   0.0000   0.2884
   8.400   1.1409   0.02798   0.01922  -0.0540  0.0298  1.0000  -3.9662   0.0000   0.2881
   8.420   1.1408   0.02814   0.01939  -0.0537  0.0296  1.0000  -3.9677   0.0000   0.2878
   8.440   1.1406   0.02830   0.01957  -0.0534  0.0295  1.0000  -3.9693   0.0000   0.2875
   8.460   1.1405   0.02847   0.01975  -0.0532  0.0294  1.0000  -3.9709   0.0000   0.2872
   8.480   1.1404   0.02863   0.01993  -0.0529  0.0293  1.0000  -3.9724   0.0000   0.2870
   8.500   1.1403   0.02880   0.02011  -0.0526  0.0292  1.0000  -3.9740   0.0000   0.2867
   8.520   1.1402   0.02897   0.02030  -0.0523  0.0291  1.0000  -3.9755   0.0000   0.2864
   8.540   1.1401   0.02915   0.02048  -0.0520  0.0290  1.0000  -3.9770   0.0000   0.2862
   8.560   1.1401   0.02932   0.02067  -0.0517  0.0289  1.0000  -3.9786   0.0000   0.2859
   8.580   1.1400   0.02950   0.02086  -0.0515  0.0288  1.0000  -3.9801   0.0000   0.2856
   8.600   1.1399   0.02968   0.02106  -0.0512  0.0287  1.0000  -3.9817   0.0000   0.2854
   8.620   1.1399   0.02986   0.02125  -0.0509  0.0286  1.0000  -3.9834   0.0000   0.2851
   8.640   1.1399   0.03005   0.02145  -0.0507  0.0285  1.0000  -3.9850   0.0000   0.2849
   8.660   1.1400   0.03024   0.02165  -0.0504  0.0284  1.0000  -3.9868   0.0000   0.2846
   8.680   1.1401   0.03042   0.02185  -0.0502  0.0284  1.0000  -3.9886   0.0000   0.2843
   8.700   1.1403   0.03061   0.02205  -0.0499  0.0283  1.0000  -3.9905   0.0000   0.2841
   8.720   1.1405   0.03081   0.02225  -0.0497  0.0282  1.0000  -3.9925   0.0000   0.2839
   8.740   1.1407   0.03100   0.02246  -0.0494  0.0281  1.0000  -3.9945   0.0000   0.2836
   8.760   1.1409   0.03120   0.02267  -0.0492  0.0281  1.0000  -3.9966   0.0000   0.2834
   8.780   1.1413   0.03140   0.02288  -0.0490  0.0280  1.0000  -3.9988   0.0000   0.2831
   8.800   1.1416   0.03161   0.02310  -0.0488  0.0279  1.0000  -4.0011   0.0000   0.2829
   8.820   1.1421   0.03181   0.02331  -0.0485  0.0279  1.0000  -4.0036   0.0000   0.2827
   8.840   1.1427   0.03202   0.02353  -0.0483  0.0278  1.0000  -4.0062   0.0000   0.2824
   8.860   1.1433   0.03223   0.02376  -0.0481  0.0278  1.0000  -4.0089   0.0000   0.2822
   8.880   1.1441   0.03245   0.02398  -0.0479  0.0277  1.0000  -4.0118   0.0000   0.2820
   8.900   1.1449   0.03267   0.02421  -0.0478  0.0276  1.0000  -4.0150   0.0000   0.2818
   8.920   1.1459   0.03289   0.02445  -0.0476  0.0276  1.0000  -4.0183   0.0000   0.2816
   8.940   1.1469   0.03312   0.02469  -0.0474  0.0275  1.0000  -4.0217   0.0000   0.2814
   8.960   1.1480   0.03335   0.02493  -0.0473  0.0275  1.0000  -4.0254   0.0000   0.2812
   8.980   1.1493   0.03359   0.02518  -0.0471  0.0275  1.0000  -4.0294   0.0000   0.2810
   9.000   1.1507   0.03383   0.02544  -0.0470  0.0274  1.0000  -4.0337   0.0000   0.2808
   9.020   1.1523   0.03408   0.02570  -0.0469  0.0274  1.0000  -4.0383   0.0000   0.2806
   9.040   1.1539   0.03433   0.02596  -0.0468  0.0273  1.0000  -4.0431   0.0000   0.2804
   9.060   1.1557   0.03459   0.02623  -0.0467  0.0273  1.0000  -4.0483   0.0000   0.2803
   9.080   1.1575   0.03483   0.02643  -0.0466  0.0273  1.0000  -4.0547   0.0000   0.2801
   9.100   1.1592   0.03504   0.02666  -0.0465  0.0273  1.0000  -4.0623   0.0000   0.2799
   9.120   1.1611   0.03525   0.02689  -0.0464  0.0273  1.0000  -4.0699   0.0000   0.2798
   9.140   1.1630   0.03547   0.02712  -0.0464  0.0273  1.0000  -4.0776   0.0000   0.2796
   9.160   1.1650   0.03570   0.02737  -0.0463  0.0272  1.0000  -4.0854   0.0000   0.2795
   9.180   1.1671   0.03594   0.02762  -0.0463  0.0272  1.0000  -4.0932   0.0000   0.2793
   9.200   1.1692   0.03618   0.02788  -0.0462  0.0272  1.0000  -4.1011   0.0000   0.2792
   9.220   1.1715   0.03644   0.02814  -0.0462  0.0272  1.0000  -4.1090   0.0000   0.2791
   9.240   1.1737   0.03670   0.02842  -0.0462  0.0272  1.0000  -4.1167   0.0000   0.2790
   9.260   1.1760   0.03697   0.02871  -0.0462  0.0272  1.0000  -4.1243   0.0000   0.2789
   9.280   1.1784   0.03725   0.02901  -0.0462  0.0272  1.0000  -4.1319   0.0000   0.2787
   9.300   1.1808   0.03754   0.02932  -0.0462  0.0272  1.0000  -4.1394   0.0000   0.2786
   9.320   1.1833   0.03785   0.02964  -0.0462  0.0272  1.0000  -4.1468   0.0000   0.2786
   9.340   1.1859   0.03817   0.02998  -0.0462  0.0272  1.0000  -4.1541   0.0000   0.2785
   9.360   1.1886   0.03850   0.03033  -0.0463  0.0273  1.0000  -4.1612   0.0000   0.2784
   9.380   1.1911   0.03884   0.03069  -0.0463  0.0273  1.0000  -4.1678   0.0000   0.2783
   9.400   1.1936   0.03919   0.03107  -0.0463  0.0273  1.0000  -4.1739   0.0000   0.2782
   9.480   1.2017   0.04026   0.03227  -0.0462  0.0274  1.0000  -4.2053   0.0000   0.2778
   9.500   1.2035   0.04049   0.03252  -0.0462  0.0274  1.0000  -4.2136   0.0000   0.2777
   9.520   1.2053   0.04072   0.03277  -0.0461  0.0274  1.0000  -4.2220   0.0000   0.2775
   9.540   1.2070   0.04095   0.03302  -0.0461  0.0274  1.0000  -4.2305   0.0000   0.2774
   9.560   1.2087   0.04117   0.03326  -0.0460  0.0275  1.0000  -4.2389   0.0000   0.2773
   9.580   1.2104   0.04139   0.03350  -0.0459  0.0275  1.0000  -4.2474   0.0000   0.2771
   9.600   1.2120   0.04161   0.03374  -0.0459  0.0275  1.0000  -4.2560   0.0000   0.2770
   9.620   1.2136   0.04182   0.03397  -0.0458  0.0276  1.0000  -4.2645   0.0000   0.2769
   9.640   1.2152   0.04203   0.03420  -0.0457  0.0276  1.0000  -4.2731   0.0000   0.2767
   9.660   1.2167   0.04224   0.03442  -0.0456  0.0276  1.0000  -4.2818   0.0000   0.2766
   9.680   1.2182   0.04245   0.03464  -0.0455  0.0277  1.0000  -4.2904   0.0000   0.2764
   9.700   1.2197   0.04265   0.03486  -0.0455  0.0277  1.0000  -4.2991   0.0000   0.2763
   9.720   1.2212   0.04285   0.03508  -0.0454  0.0277  1.0000  -4.3077   0.0000   0.2762
   9.740   1.2226   0.04304   0.03530  -0.0453  0.0278  1.0000  -4.3163   0.0000   0.2760
   9.760   1.2240   0.04324   0.03551  -0.0452  0.0278  1.0000  -4.3249   0.0000   0.2759
   9.780   1.2253   0.04343   0.03572  -0.0451  0.0279  1.0000  -4.3334   0.0000   0.2757
   9.800   1.2267   0.04362   0.03593  -0.0450  0.0279  1.0000  -4.3420   0.0000   0.2756
   9.820   1.2280   0.04381   0.03614  -0.0449  0.0279  1.0000  -4.3506   0.0000   0.2754
   9.840   1.2293   0.04400   0.03634  -0.0448  0.0280  1.0000  -4.3592   0.0000   0.2753
   9.860   1.2306   0.04418   0.03655  -0.0447  0.0280  1.0000  -4.3677   0.0000   0.2751
   9.880   1.2319   0.04437   0.03675  -0.0446  0.0281  1.0000  -4.3762   0.0000   0.2750
   9.900   1.2331   0.04455   0.03695  -0.0444  0.0281  1.0000  -4.3847   0.0000   0.2748
   9.920   1.2344   0.04473   0.03715  -0.0443  0.0282  1.0000  -4.3932   0.0000   0.2746
   9.940   1.2356   0.04491   0.03735  -0.0442  0.0282  1.0000  -4.4016   0.0000   0.2745
   9.960   1.2368   0.04509   0.03755  -0.0441  0.0283  1.0000  -4.4099   0.0000   0.2743
   9.980   1.2379   0.04527   0.03774  -0.0440  0.0283  1.0000  -4.4182   0.0000   0.2742
  10.000   1.2391   0.04545   0.03794  -0.0439  0.0284  1.0000  -4.4264   0.0000   0.2740


